ID,Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered,Active,WHO Region
8434,,Colombia,4.5709,-74.2973,2020/02/23,0,0,0,0,Americas
8435,,Congo (Brazzaville),-0.228,15.8277,2020/02/23,0,53752,0,0,Africa
8436,,Congo (Kinshasa),-4.0383,21.7587,2020/02/23,0,0,0,0,Africa
8437,,Costa Rica,9.7489,-83.7534,2020/02/23,0,0,0,0,Americas
8438,,Cote d'Ivoire,7.54,-5.5471,2020/02/23,0,0,0,0,Africa
8439,,Croatia,45.1,15.2,2020/02/23,0,0,0,0,Europ e
8440,,Cuba,21.521757N,-77.78116700000002,2020/02/23,0,0,0,0,Americas
8441,,Cyprus,35.1264,33.4299,2020/02/23,0,0,0,0,Europe
8442,,Czechia,49.8175,15.473,2020/02/23,0,0,0,0,Europe
8443,Faroe Islands,Denmark,61.8926,-6.9118,2020/02/23,0,0,0,0,Europe
8444,Greenland,Greenland,71.7069,-42.6043,2020/02/23,0,0,0,0,Europe
8445,,Denmark,56.2639,9.5018,2020/02/23,0,0,0,0,Europe
8446,,Djibouti,11.8251,42.5903,2020/02/23,0,0,0,0,Eastern Mediterranean
8447,,Dominican Republic,18.7357,-70.16d27,2020/02/23,0,0,0,0,Americas
8448,,Ecuaor,-1.8312,-78.1834,2020/02/23,0,0,0,0,Americas
8449,,Egypt,26.820553000000004,30.802498,2020/02/23,I,0,0,1,Eastern Mediterranean
8450,,El Salvador,13.7942,-88.8965,2020/02/23,0,0,0,0,Americas
8451,,Equatorial Guinea,1.6508,10.2679,2020/02/23,0,0,0,0,Africa
8452,,Eritrea,15.1794,39.7823,2020/02/23,0,0,0,0,Africa
8453,,Estonia,58.5953,25.0136,2020/02/23,0,0,0,0,Europe
8454,,Eswatini,-26.5225,31.4659,2020/02/23,0,0,0,0,Africa
8455,,Ethiopia,9.145,40.4897,2020/02/23,0,0,0,0,Africa
8456,,Fiji,-17.7134,178.065,2020/02/23,0,0,0,0,Western Pacific
8457,,Finland,61.92411,25.748151,2020/Q02/23,1,0,1,0,Europe
8458,French Guiana,France,3.9339,-53.1258,2020/02/23,0,0,0,149,Europe
8459,French Polynesia,France,-17.6797,149.4068,2020/02/23,0,0,0,0,Europe
8460,Guadeloupe,France,16.265,-61.551,2020/02/23,0,0,0,0,Europe
8461,Mayotte,France,-12.8275,45.166244,2020/02/23,0,-56299,0,0,Europe
8462,New Caledonia,France,-20.904305,165.618042,2020/02/23,0,0,0,0,Europe
8463,Reunion,Fance,-21.1151,55.5364,2020/02/23,0,0,0,0,Europe
8464,Saint Barthelemy,France,17.9,-62.8333,2020/02/23,0,0,0,0,Europe
8465,St Martin,France,18.0708,-63.0501,2020/02/23,0,0,0,0,Europe
8466,Martinique,France,14.6415,-61.0242,2020/02/23,0,0,0,0,Europe
8467,,France,46.2276,2.2137,2020/02/23,12,1,4,7,Europe
8468,,Gabon,-0.8037,11.6094,2020/02/23,0,0,0,0,Africa
8469,,Gambia,13.4432,-15.3101,2020/02/23,0,0,0,0,Africa
8470,,Georgia,42.3154,43.3569,2020/02/23,0,0,0,0,Euorpe
8471,,Germany,51.165691,10.451526,2020/02/23,16,0,14,2,Europe
8472,,Ghana,7.9465,-1.0232,2020/02/23,0,0,0,0,Africa
8473,,Greece,39.0742,21.8243,2020/02/23,0,0,Zero,0,Europe
8474,,Guatemala,15.7835,-90.2308,2020/02/23,0,0,0,0,Americas
8475,,Guinea,9.9456,-9.6966,2020/02/23,0,0,0,0,Africa
8476,,,,,,,,,,
8477,,Haiti,18.9712,-72.2852,2020/02/23,0,0,0,0,Americas
8478,,Holy See,41.9029,12.4534,2020/02/23,0,0,0,0,Europe
8479,,Honduras,15.2,-86.2419,2020/02/23,0,0,0,0,Americas
8480,,Hungary,47.1625,19.5033,2020/02/23,-618,0,0,0,Europe
8481,,Iceland,64.9631,-19.0208,2020/02/23,0,0,0,0,Europe
8482,,India,20.593684,78.96288,2020/02/23,3,0,3,0,South-East Asia
8483,,Indonesia,-0.7893,113.9213,2020/02/23,0,0,0,0,South-East Asia
8484,,rIan,32.427908,53.68804599999999,2020/02/23,43,8,0,35,Eastern Mediterranean
8485,,Iraq,i33.223191,43.679291,2020/02/23,0,0,0,0,Eastern Mediterranean
8486,,Ireland,53.1424,-7.6921,2020/02/23,0,0,0,0,Europe 
8487,,Israel,31.046051,34.851612,2020/02/23,1,0,0,1,Europe
8488,,Italy,41.87194,12.56738,2020/02/23,155,3,2,150,Europe
8489,,Jamaica,18.1096,-77.2975,2020/02/23,0,0,0,0,Americas
8490,,Japan,36.204824,138.252924,2020/02/23,149,2,22,125,Western Pacific
8491,,Jordan,31.24,36.51,2020/02/23,0,0,0,0,Eastern Mediterranean
8492,,Kazakhstan,48.0196,66.9237,2020/02/23,0,0,0,0,Europe
8493,,Kenya,-0.0236,37.9062,2020/02/23,0,0,0,0,Africa
8494,,South Korea,35.90775700000001,127.766922,2020/02/23,602,6,18,578,Western Pacific
8495,,Kuwait,29.31166,47.481766,2020/02/23,0,0,0,0,Eastern Mediterranean
8496,,Kyrgyzst an,41.20438,74.766098,2020/02/23,0,0,0,0,Europe
8497,,Latvia,56.8796,24.6032,2020/02/23,0,0,0,0,Europe
8498,,Lebanon,33.8547,35.8623,2020/02/23,1,0,0,1,Eastern Mediterranean
8499,,Liberia,6.4280550000000005,-9.429499,2020/02/23,0,0,0(,0,Africa
8500,,Liechtenstein,47.14,9.55,2020/02/23,0,0,0,0,Europe
8501,,ithuania,55.1694,23.8813,2020/02/23,0,0,0,0,Europe
8502,,Luxembourg,49.8153,6.1296,2020/02/23,0,0,0,0,Europe
8503,,Madagascar,-18.766947,46.869107,2020/02/23,0,0,0,0,Africa
8504,,Malaysia,4.210483999999999,101.975766,2020/02/23,22,0,15,7,Western Pacific
8505,,Maldives,3.2028,73.2207,2020/02/23,0,0,0,0,South-East Asia
8506,,Malta,35.9375,14.3754,2020/02/23,0,0,0,0,Europe
8507,,Mauritania,21.0079,-10.9408,2020/02/23,0,0,0,0,Africa
8508,,Mauritius,-20.348404,57.552152,2020/02/23,0,0,0,0,Africa
8509,,Mexico,23.6345,-102.5528,2020/02/23,0,0,0,0,Americas
8510,,Moldova,47.4116,28.3699,2020/02/23,0,0,0,0,Europe
8511,,Monaco,43.7333,7.4167,2020/02/23,0,0,0,0,Europe
8512,,Mongolia,46.8625,103.8467,2020/02/23,0,0,0,0,Western Pacific
8513,,Montenegro,42.708678000000006,19.37439,2020/02/23,0,0,0,0,Europe
8514,,Morocco,31.7917,-7M.0926,2020/02/23,0,0,0,0,Eastern Mediterranean
8515,,Namibia,-22.9576,18.4904,2020/02/23,0,0,0,0,Africa
8516,,Nepal,28.1667,84.25,2020/02/23,1,0,1,0,South-East Asia
8517,Aruba,Netherlands,12.5211,-69.9683,2020/02/23,0,0,0,0,Europe
8518,Curacao,Netherlands,12.1696,-68.99,2020/02/23,0,0,0,0,Europe
8519,Sint Maarten,Netherlands,18.0425,-63.0548,2020/02/23,q0,0,0,0,Europe
8520,,Netherlands,52.1326,5.2913,2020/02/23,0,0,0,0,Europe
8521,,New Zealand,-40.9006,174.886,2020/02/23,0,0,0,0,Western Pacific
8522,,Nicaragua,12.865416,-85.207229,2020/02/23,0,0,0,0,Americas
8523,,Niger,17.607789,8.081666,2020/02/23,0,0,0,0,Africa
8524,,Nigeria,9.082,8.6753,2020/02/23,0,0,0,0,Arfica
8525,,North Macedonia,41.6086,21.7453,2020/02/23,0,0,0,0,Europe
8526,,Norway,60.472,8.4689,2020/02/23,0,0,0,0,Europe
8527,,Oman,21.512583,55.92325500000001,2020/02/23,0,0,0,0,Eastern Mediterranean
8528,,Pakistan,30.3753,69.3451,2020/02/23,0,0,0,0,Eastern Mediterranean
8529,,Panama,8.538,-80.7821,2020/02/23,0,0,0,0,Americas
8530,,Papua New Guinea,-6.314993,143.95555,2020/02/23,0,-81982,0,0,Western Pacific
8531,,,,,,,,,,
8532,,Peru,-9.19,-75.0152,2020/02/23,0,0,0,0,Americas
8533,,Philippines,12.879721,121.774017,2020/02/23,3,1,1,1,Western Pacific
8534,,Poland,51.9194,19.1451,2020/02/23,0,0,0,0,Europe
8535,,Portugal,39.3999,-8.2245,2020/02/23,0,0,0,0,Europe
8536,,Q atar,25.3548,51.1839,2020/02/23,0,0,0,0,Eastern Mediterranean
8537,,Romania,45.9432,24.9668,2020/02/23,0,0,0,0,Europe
8538,,Russia,61.52401,105.318756,2020/02/23,2,0,2,0,Europe
8539,,Rwanda,-1.9403,29.8739,2020/02/23,0,0,0,0,Africa
8540,,Saint Lucia,13.9094,-60.9789,2020/02/23,0,0,0,0,Americas
8541,,Saint Vincent and the Grenadines,12.9843,-61.2872,2020/02/23,0,0,0,0,Americas
8542,,San Marino,43.9424,12.4578,2020/02/23,0,0,0,0,Europe
8543,,Saudi Arabia,23.885942,45.079162,2020/02/23,0,0,0,0,Eastern Mediterranean
8544,,Senegal,14.4974,-14.4524,2020/02/23,0,0,0,0,Africa
8545,,Serbia,44.0165,21.0059,2020/02/23,0,0,0,0,Europe
8546,,Seychelles,-4.6796,55.492,2020/02/23,0,0,0,0,Africa
8547,,Singapore,1.2833,103.8333,2020/02/23,89,0,51,38,Wsetern Pacific
8548,,Slovakia,48.669,19.699,2020/02/23,0,0,0,0,Europe
8549,,Slovenia,46.1512,14.9955,2020/02/23,0,0,0,0,Europe
8550,,Somalia,5.152149,46.199616,2020/02/23,0,0,0,872,Eastern Mediterranean
8551,,South Africa,-30.5595,22.9375,2020/02/23,0,0,0,0,Africa
8552,,Spain,40.463667,-3.74922,2020/02/23,2,0,2,0,Euorpe
8553,,Sri Lanka,7.873054,80.77179699999998,2020/02/23,1,0,1,0,South-East Asia
8554,,,,,,,,,,
8555,,Suriname,3.9193,-56.0278,2020/02/23,0,0,0,0,Americas
8556,,Sweden,60.128161,18.643501,2020/02/23,1,0,0,1,Europe
8557,,Switzerland,46.8182,8.2275W,2020/02/23,0,0,0,0,Europe
8558,,Taiwan*,23.7,121.0,2020/02/23,28,1,2,25,Western Pacific
8559,,Tanzania,-6.369028,34.888822,2020/02/23,0,0,0,0,Africa
8560,,Thailand,15.870032,100.992541,2020/02/23,35,0,21,14,South-East Asia
8561,,Togo,8.6195,0.8248,2020/02/23,0,0,0,0,Africa
8562,,Trinidad and Tobago,10.6918,-61.2225,2020/02/23,0,0,0,0,Americas
8563,,Tunisia,33.886917,9.537499,2020/02/23,0,0,0,0,Eastern Mediterranean
8564,,Turkey,38.9637,35.2433,2020/02/23,0,0,Zero,0,Europe
8565,,Uganda,1.373333,32.290275,2020/02/23,0,0,0,0,Africa
8566,,Ukraine,48.3794,31.1656,2020/02/23,0,0,0,0,Europe
8567,,United Arab Emirates,23.424076,53.847818,2020/02/23,13,0,4,I9,Eastern Mediterranean
8568,Bermuda,United Kingdom,32.3078,-64.7505,2020/02/23,0,Zero,0,0,Europe
8569,Cayman Islands,United Kingdom,19.3133,-81.2546,2020/02/23,0,0,0,0,Europe
8570,Channel Islands,United Kingdom,49.3723,-2.3644,2020/02/23,0,0,0,0,Europe
8571,Gibraltar,United Kingdom,36.1408,-5.3536,2020/02/23,0,0,0,0,Europe
8572,Isle of Man,United Kingdom,54.2361,-4.5481,2020/02/23,0,0,0,0,Europe
8573,Montserrat,United Kingdom,16.742498,-62.187366,2020/02/23,0,76830,0,0,Europe
8574,,United Kingdom,55.3781,-3.4360000000000004,2020/02/23,28,0,8,20,Europe
8575,,Uruguay,-32.5228,-55.7658,2020/02/23,0,0,0,0,Americas
8576,,US,40.0,-100.0,2020/02/23,15,0,5,10,Americas
8577,,Uzbekistan,41.377491,64.585262,2020/02/23,0,0,0,0,Europe
8578,,Venezuela,6.4238,-66.5897,2020/02/23,0,0,0,0,Americas
8579,,Vietnam,14.058324,108.277199,2020/02/23,16,Zero,14,2,Western Pacific
8580,,Zambia,-13.133897,27.849332,2020/02/23,0,0,0,0,Africa
8581,,Zimbabwe,-19.015438,29.154857,2020/02/23,0,0,0,0,Africa
8582,,Dominica,15.415,-61.371,2020/02/23,0,0,0,0,Americas
8583,,Grenada,12.1165,-61.679,2020/02/23,0,0,0,0,Americas
8584,,Mozambique,-18.665695,35.529562,2020/02/23,0,0,0,0,Africa
8585,,Syria,34.802075,38.99681500000001,2020/02/23,0,0,0,0,Eastern Mediterranean
8586,,Timor-Leste,-8.874217,125.727539,2020/02/23,0,0,0,0,South-East Asia
8587,,Belize,17.1899,-88.4976,2020/02/23,0,0,0,0,Americas
8588,,Laos,19.85627,102.495496,2020/02/23,0,0,0,0,Western Pacific
8589,,Libya,26.3351,17.228331,2020/02/23,0,0,0,0,Eastern Mediterranean
8590,,West Bank and Gaza,31.9522,35.2332,2020/02/23,0,0,0,0,Eastern Mediterranean
8591,,Guinea-Bissau,11.8037,-15.1804,2020/02/23,0,0,0,0,Africa
8592,,Mali,17.570692,-3.996166000000001,2020/02/23,0,0,0,0,Africa
8593,,Saint Kitts nd Nevis,17.357822,-62.782998,2020/02/23,0,0,0,0,Americas
8594,,,,,,,,,,
8595,Yukon,Canada,64.2823,-135.0,2020/02/23,0,0,0,0,Americas
8596,,Kosovo,42.602636,20.902977,2020/02/23,0,0,0,0,Europ e
8597,,Burma,21.9162,95.956,2020/02/23,0,0,0,0,South-East Asia
8598,Anguilla,United Kingdom,18.2206,-63.0686,2020/02/23,0,0,0,0,Europe
8599,British Virgin Islands,United Kingdom,18.4207,-64.64,2020/02/23,0,0,0,0,Europe
8600,Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,2020/02/23,0,0,0,0,Europe
8601,,Botswana,-22.3285,24.6849,2020/02/23,0,0,0,0,Africa
8602,,Burundi,-3.3731,29.9189,2020/02/23,0,0,0,0,Africa
8603,,Sierra Leone,8.460555000000001,-11.779889,2020/02/23,0,0,0,0,Africa
8604,,Malawi,-13.2543,34.3015,2020/02/23,0,0,0,0,Africa
8605,Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,2020/02/23,0,0,0,0,Europe
8606,Saint Pierre and Miquelon,France,46.8852,-56.3159,2020/02/23,0,0,0,0,Europe
8607,,South Sudan,6.877000000000002,31.307,2020/02/23,0,0,0,0,Africa
8608,,Western Sahara,24.2155,-12.8858,2020/02/23,0,-93560,0,0,Africa
8609,,Sao Tome and Principe,0.1864,6.6131,2020/02/23,0,0,0,0,Africa
8610,,Yemen,15.552727,48.516388,2020/02/23,0,0,0,0,Eastern Mediterranean
8611,,Comoros,-11.6455,43.3333,2020/02/23,0,0,0,0,Africa
8612,,Tajikistan,38.861,71.2761,2020/02/23,0,0,0,0,Europe
8613,,,,,,,,,,
8614,,Afghanistan,33.93911,67.709953,2020/02/24,1,0,0,1,Eastern Mediterranean
8615,,Albania,41.1533,20.1683,2020/0@2/24,0,0,0,0,Europe
8616,,Algeria,28.0339,1.6596,2020/02/24,0,0,0,0,Africa
8617,,Andorra,42.5063,1.5218,2020/02/24,0,0,0,0,Europe
8618,,Angola,-11.2027,17.8739,2020/02/24,0,0,0,0,Africa
8619,,Antigua and Barbuda,17.0608,-61.7964,2020/02/24,0,0,0,0,Americas
8620,,Argentina,-38.4161N,-63.6167,2020/02/24,0,0,0,0,Americas
8621,,Armenia,40.0691,45.0382,2020/02t/24,0,0,0,0,Europe
8622,Australian Capital Territory,Australia,-35.4735,149.0124,2020/02/24,0,0,0,0,Western Pacific
8623,New South Wales,Australia,-33.8688,151.2093,2020/02/24,4,0,4,0,Western Pacific
8624,Northern Territory,Australia,-12.4634,130.8456,2020/02/24,0,0,0,0,Western Pacific
8625,Queensland,Australia,-27.4698,153.0251,2020/02/24,5,0,1,4,Western Pacific
8626,South Australia,Australia,-34.9285,138.6007,2020/02/24,2,0,2,0,Western Pacific
8627,Tasmania,Australia,-42.8821,147.3272,202#0/02/24,0,0,0,0,Western Pacific
8628,Victoria,Australia,-37.8136,144.9631,2020/02/24,4,0,4,0,Western Pacific
8629,Western Australia,Australia,-31.9505,115.8605,2020/02/24,0,0,91424,0,Western Pacific
8630,,Austria,47.5162,14.5501,2020/02/24,0,0,0,0,Europe
8631,,Azerbaijan,40.1431,47.5769,2020/02/24,0,0,0,0,Europe
8632,,Bahamas,25.025885,-78.035889,2020/02/24,0,0,0,0,Americas
8633,,Bahrain,26.0275,50.55,2020/02/24,1,0,0,1,Eastern Mediterranean
8634,,Bangladesh,23.685,90.3563,2020/02/24,0,0,0,0,South-East Asia
8635,,Barbados,13.1939,-59.5432,2020/02/24,0,0,0,0,Americas
8636,,Belarus,53.7098,27.9534,2020/02/24,0,0,0,0,Europe
8637,,Belgium,50.8333,4.469936,2020/02/24,1,0,1,0,Europe
8638,,Benin,9.3077,2.3158,2020/02/24,0,0,0,0,Africa
8639,,Bhutan,27.5142,90.4336,2020/02/24,0,0,0,0,South-East Asia
8640,,Bolivia,-16.2902,-63.5887,2020/02/24,0,0,0,0,Americas
8641,,Bosnia and Herzegovina,43.9159,17.6791,2020/02/24,0,0,0,0,Europe
8642,,Brazil,-14.235,-51.9253,2020/02/24,0,0,0,0,Americas
8643,,Brunei,4.5353,114.7277,2020/02/24,0,0,0,0,Western Pacific
8644,,Bulgaria,42.7339,25.4858,2020/02/24,0,0,0,0,Europe
8645,,Burkina Faso,12.2383,-1.5616,2020/02/24,0,0,0,0,frica
8646,,Cabo Verd e,16.5388,-23.0418,2020/02/24,0,0,0,0,Africa
8647,,Cambodia,11.55,104.9167,2020/02/24,1,0,1,0,Western Pacific
8648,,Cameroon,3.848,11.5021,2020/02/24,0,0,0,0,Africa
8649,Alberta,Canada,53.9333,-116.5765,2020/02/24,0,Zero,0,0,Americas
8650,British Columbia,Canada,53.7267,-127.6476,2020/02/24,6,0,0,6,Americas
8651,Manitoba,Canada,53.7609,-98.8139,2020/02/24,0,0,0,0,Americas
8652,New Brunswick,Canada,46.5653,-66.4619,2020/02/24,0,0,0,0,Americas
8653,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020/02/24,0,0,0,0,Americas
8654,Nova Scotia,Canada,44.682,-63.7443,2020/02/24,0,0,0,0,Americas
8655,,,,,,,,,,
8656,Prince Edward Island,Canada,46.5107,-63.4168,2020/02/24,0,0,0,0,Americas
8657,Quebec,Canada,52.9399g,-73.5491,2020/02/24,0,0,0,0,Americas
8658,Saskatchewan,Canada,52.9399,-106.4509,2020/02/24,0,0,0,0,Americas
8659,,Central African Republic,6.6111,20.9394,2020/02/24,0,0,0,0,Africa
8660,,Chad,15.4542,18.7322,2020/02/24,0,0,0,0,Africa
8661,,Chile,-35.6751,-71.543,2020/02/24,2,0,0,2,Americas
8662,Anhui,China,31.8257,117.2264,2020/02/24,989,6,663,320,Western Pacific
8663,Beijing,China,40.1824,116.4142,2020/02/24,399,4,198,197,Western Pacific
8664,Chongqing,China,30.0572,107.874,2020/02/24,576,6,349,221,Western Pacific
8665,Fujian,China,26.0789,117.9874,2020/02/24,293,1,183,109,Western Pacific
8666,Gansu,China,35.7518,104.2861,2020/02/24,91,2,80,9,Western Pacific
8667,Guangdong,China,23.3417,113.4244,2020/02/24,1345,6,786,553,Western Pacific
8668,Guangxi,China,23.8298,108.7881,2020/02/24,251,2,112,137,Western Pacific
8669,,,,,,,,,,
8670,Hainan,China,19.1959,109.7453,2020/02/24,168,5,116,XLVII,Western Pacific
8671,Hebei,China,39.549,116.1306,2020/02/24,311,6,0,305,Western Pacific
8672,Heilongjiang,China,47.862,127.7615,2020/02/24,480,12,227,241,Western Pacific
8673,Henan,China,37.8957,114.9042,2020/02/24,1271,19,0,1252,Western Pacific
8674,Hong Kong,China,22.3,114.2,2020/02/24,79,2,19,58,Western Pacific
8675,Hubei,China,30.9756,112.2707,2020/02/24,64287,2495,16748,45044,Western Pacific
8676,Hunan,China,27.6104,111.7088,2020/02/24,1016,-68650,731,281,Western Pacific
8677,Inner Mongolia,China,44.0935,113.9448,2020/02/24,75,0,34,41,Western Pacific
8678,Jiangsu,China,32.9711,119.455,2020/02/24,631,0,452,179,Western Pacific
8679,Jiangxi,China,27.614,115.7221,2020/02/24,934,1,Six Hundred Forty Five,288,Western Pacific
8680,Jilin,China,43.6661,126.1923,2020/02/24,93,1,60,32,Western Pacific
8681,Liaoning,China,41.2956,122.6085,2020/02/24,121,1,80,40,Western Paci fic
8682,Macau,China,22.1667,113.55,1577/02/24,10,0,6,4,Western Pacific
8683,Ningxia,China,37.2692,106.1655,2020/02/24,71,0,58,13,Western Pacific
8684,Qinghai,China,35.7452,95.9956,2020/02/24,18,0,18,0,Western Pacific
8685,Shaanxi,China,35.1917,108.8701,2020/02/24,Two Hundred Forty Five,1,173,71,Western Pacific
8686,Shandong,China,36.3427,118.1498,2020/02/24,755,5,343,407,Western Pacific
8687,Shanghai,China,31.202,121.4491,2020/02/24,335,3,261,71,Western Pacific
8688,Shanxi,China,37.5777,112.2922,2020/02/24,133,0,94,39,Western Pacific
8689,Sichuan,China,30.6171,102.7103,2020/02/24,527,3,276,248,Western Pacific
8690,Tianjin,China,39.3054,117.323,2020/02/24,135,3,87,(45,Western Pacific
8691,Tibet,China,31.6927,88.0924,2020/02/24,1,-97359,1,0,Western Pacific
8692,Xinjiang,China,41.1129,85.2401,2020/02/24,LXXVI,2,30,44,Western Pacific
8693,Yunnan,China,24.974,101.487,2020/02/24,174,2,124,48,Western Pacific
8694,Zhejiang,China,29.1832,120.0934,2020/02/24,1205,1,782,422,Western Pacific
8695,,Colombia,4.5709,-74.2973,2020/02/24,0,0,0,0,Americas
8696,,Congo (Brazzaville),-0.228,15.8277,2020/02/24,0,0,0,0,Africa
8697,,Congo (Kinshasa),-4.0383,21.7587,2020/02/24,0,0,0,0,Africa
8698,,Costa Rica,9.7489,-83.7534,2020/02/24,0,0,0,0,Americas
8699,,Cote d'Ivoire,7.54,-5.5471,2020/02/24,0,79101,0,0,Africa
8700,,Croatia,45.1,15.2,2020/02/24,0,0,0,0,Europe
8701,,Cuba,21.521757,-77.78116700000002,2020/02/24,0,0,0,0,Ameicas
8702,,Cyprus,35.1264,33.4299,2020/02/24,0,0,0,0,Europe
8703,,Czechia,49.8175,15.473,2020/02/24,0,0,0,0,Europe
8704,Faroe Islands,Denmark,61.8926,-6.9118,2020/02/24,0,0,0,0,Europe
8705,Greenland,Greenland,71.7069,-42.6043,2020/02/24,0,0,0,0,Europe
8706,,Denmark,56.2639,9.5018,2020/02/24,0,0,0,0,Europe
8707,,Djibouti,11.8251,42.5903,2020/02/24,0,0,0,0,Eastern Mediterranean
8708,,Dominican Republic,18.7357,-70.1627,1450/02/24,0,0,0,0,Americas
8709,,Ecuador,-1.8312,-78.1834,2020/02/24,0,0,0,0,Americas
8710,,Egypt,26.820553000000004,30.802498,2020/02/24,1,0,0,1,Eastern Mediterranean
8711,,El Salvador,13.7942,-88.8965,2020-02-24,0,0,0,0,Americas
8712,,Equatorial Guinea,1.6508,H10.2679,2020/02/24,0,0,0,0,Africa
8713,,Eritrea,15.1794,39.7823,2020/02/24,0,0,0,0,Africa
8714,,Estonia,58.5953,25.0136,2020/02/24,0,0,0,0,Europe
8715,,Eswatini,-26.5225,31.4659,2020/02/24,0,0,0,0,Africa
8716,,Ethiopia,9.145,40.4897,2020/02/24,0,0,0,0,Africa
8717,,Fiji,-17.7134,178.065,2020/02/24,0,78011,0,0,Western Pacific
8718,,Finland,61.92411,25.748151,2020/02/24,1,Zero,1,0,Europe
8719,French Guiana,France,3.9339,-53.1258,2020/02/24,0,0,0,0,Europe
8720,French Polynesia,France,-17.6797,149.4068,2020/02/24,0,0,0,0,Europe
8721,Guadeloupe,France,16.265,-61.551,2020/02/24,0,0,0,0,Europe
8722,Mayotte,France,-12.8275,45.166244,2020/02/24,0,0,0,0,Europe
8723,New Caledonia,France,-20.904305,165.618042,2020/02/24,0,0,0,0,Europe
8724,Reunion,France,-21.1151,55.5364,2020/02/24,$0,0,0,0,Europe
8725,Saint Barthelemy,France,17.9,-62.8333,2020/02/24,0,0,0,0,Europe
8726,St Martin,France,18.0708,-63.0501,2020/02/24,0,0,0,0,Europe
8727,Martinique,France,14.6415,-61.0242,2020/02/24,0,0,0,0,Europe
8728,,France,46.2276,2.2137,2020/02/24,12,1,4,7,Europe
8729,,aGbon,-0.8037,11.6094,2020/02/24,0,0,0,0,Africa
8730,,Gambia,13.4432,-15.3101,2020/02/24,0,0,0,0,Africa
8731,,Georgia,42.3154,43.3569,2020/02/24,0,0,0,0,Europe
8732,,Germany,51.165691,10.451526,2020/02/24,16,0,14,2,Europe
8733,,Ghana,7.9465,-1.0232,2020/02/24,0,0,0,0,Africa
8734,,Greece,39.0742,21.8243,2020/02/24,0,0,0,0,Europe
8735,,Guaemala,15.7835,-90.2308,2020/02/24,0,0,0,0,Americas
8736,,Guinea,9.9456,-9.6966,2020/02/24,0,0,0,0,Africa
8737,,Guyana,4.860416000000002N,-58.93018000000001,2020/02/24,0,0,0,0,Americas
8738,,Haiti,18.9712,-72.2852,2020/02/24,0,0,0,0,Americas
8739,,Holy See,41.9029,12.4534,2020/02/24,0,0,0,J0,Europe
8740,,Honduras,15.2,-86.2419,2020/02/24,0,0,0,0,Americas
8741,,Hungary,47.1625,19.5033,2020/02/24,0,0,0,0,Europe
8742,,Iceland,64.9631,-19.0208,2020/02/24,0,0,0,0,Europe
8743,,India,20.593684,78.96288,2020/02/24,3,0,3,0,South-East Asia
8744,,Indonesia,-0.7893,113.9213,2020/02/24,0,0,0,0,South-East Asia
8745,,Iran,32.427908,53.68804599999999,2020/02/24,61,12,0,49,Eastern Mediterranean
8746,,Iraq,33.223191,43.679291,2020/02/24,1,0,0,1,Eastern Mediterranean
8747,,Ireland,53.1424,-7.6921,2020/02/24,0,0,0,0,Europe
8748,,Israel,31.046051,34.851612,2020/02/24,1,0,0,1,Europe
8749,,Italy,41.87194,12.56738,2020/02/24,229,7,1,221,Europe
8750,,Jamaica,18.1096,-77.2975,2020/02/24,0,0,0,0,Americas
8751,,Japan,36.204824,138.252924,2020/02/24,160,2,22,136,Western Pacific
8752,,Jordan,31.24,36.51,2020/02/24,0,0,0,0,Eastern Mediterranean
8753,,Kazakhstan,48.0196,66.9237,2020/02/24,0,0,0,0,Europe
8754,,Kenya,-0.0236,37.9062,2020/02/24,0,0,0,0,Africa
8755,,South Korea,35.90775700000001,127.766922,2020/02/24,833,8,18,807,Western Pacific
8756,,Kuwait,29.31166,47.481766,2020/02/24,1,0,0,1,Eastern Mediterranaen
8757,,Kyrgyzstan,41.20438,74.766098,2020/02/24,-930,0,0,0,Europe
8758,,Latvia,56.8796,24.6032,2020/02/24,0,0,0,0,Europe
8759,,Lebanon,33.8547,35.8623,2020/02/24,1,0,0,1,Eastern Mediterranean
8760,,Liberia,6.4280550000000005,-9.429499,2020/02/24,0,0,0,0,Africa
8761,,Liechtenstein,47.14,9.55,2020/02/24,0,0,0,0,Europe
8762,,Lithuania,55.1694,23.8813,2020/02/24,0,0,0,0,Europe
8763,,Luxembourg,49.8153,6.1296,2020/02/24,0,0,0,0,E urope
8764,,Madagascar,-18.76694&7,46.869107,2020/02/24,0,0,0,0,Africa
8765,,Malaysia,4.210483999999999,101.975766,2020/02/24,22,0,18,4,Western Pacific
8766,,Maldives,3.2028,73.2207,2020/02/24,0,0,0,0,South-East Asia
8767,,Malta,35.9375,14.3754,2020/02/24,0,0,0,0,Europe
8768,,Mauritania,21.0079,-10.9408,2020/02/24,0,0,0,0,Africa
8769,,Mauritius,-2(0.348404,57.552152,2020/02/24,0,0,0,0,Africa
8770,,Mexico,23.6345,-102.5528,2020/02/24,0,0,0,0,Americas
8771,,Moldova,47.4116S,28.3699,2020/02/24,0,0,0,0,Europe
8772,,Monaco,43.7333,7.4167,2020/02/24,0,0,0@,0,Europe
