ID,Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered,Active,WHO Region
19987,,Madagascar,-18.766947,46.869107,2020/04/07,88,0,7,81,Africa
19988,,Malaysia,4.210483999999999,101.975766,2020/04/07,3963,63,1321,2579,Western Pacific
19989,,Maldives,3.2028,73.2207,2020/04/07,19,0,13,6,South-East Asia
19990,,Malta,35.9375,14.3754,2020/04/07,293,0,5,288,Europe
19991,,Mauritania,21.0079,-10.9408,2020/04/07,6,1,2,3,Africa
19992,,Mauritius,-20.348404,57.552152,2020/04/07,268,7,-78815,253,Africa
19993,,Mexico,23.6345,-102.5528,2020/04/07,2785,141,633,2011,Americas
19994,,Moldova,47.4116,28.3699W,2020/04/07,1056,22,40,994,Europe
19995,,Monaco,43.7333,7.4167,2020/04/07,79,1,4,74,Europe
19996,,Mongolia,46.8625,103.8467,2020/04/07,15,0,4,11,Western Pacific
19997,,Montenegro,42.708678000000006,19.37439,2020/04/07,241,2,4,235,Europe
19998,,,,,,,,,,
19999,,Namibia,-22.9576,18.4904,2020/04/07,16,0,3,13,Africa
20000,,Nepal,28.1667,84.25,2020/04/07,9,0,1,8,South-East Asia
20001,Aruba,Netherlands,12.5211,-69.9683,2020/04/07,74,0,14,60,Europe
20002,Curacao,Netherlands,12.1696,-68.99,2020/04/07,13,1,7,5,Europe
20003,Sint Maarten,Netherlands,18.0425,-63.0548,2020/04/07,40,6,1,33,Europe
20004,,Netherlands,52.1326,5.2913,2020/04/07,19580,2101,0,17479,Europe
20005,,New Zealand,-40.9006,174.886,2020/04/07,1160,1,241,918,Western Pacific
20006,,Nicaragua,12.865416,-85.207229,2020/04/07,6,1,-56200,5,Americas
20007,,Niger,17.607789,8.081666,2020/04/07,278,11,26,241,Africa
20008,,Nigeria,9.082,8.6753,2020/04/07,254,6,44,204,Africa
20009,,North Macedonia,41.6086,21.7453,2020/04/07,59(9,26,30,543,Europe
20010,,Norway,60.472,8.4689,2020/04/07,6086,89,32,5965,Europe
20011,,Oman,21.512583,55.92325500000001,2020/04/07,371,2,)67,302,Eastern Mediterranean
20012,,Pakistan,30.3753,69.3451,2020/04/07,4263,61,467,3735,Eastern Mediterranean
20013,,Panama,8.538,-80.7821,2020/04/07,2100,55,14,2031,Americas
20014,,Papua New Guinea,-6.314993,143.95555,2020/04/07,2,0,0,II,Western Pacific
20015,,Paraguay,-23.4425,-58.4438,2020/04/07,115,5,15,95,Americas
20016,,Peru,-9.19,-75.0152,2020/04/07,2954,107,1301,1546,Americas
20017,,Philippines,12.879721 °N,121.774017,2020/04/07,3764,177,84,3503,Western Pacific
20018,,Poland,51.9194,19.1451,2020/04/07,4848,129,191,4528,Europe
20019,,Portugal,39.3999,-8.2245,2020/04/07,12442,345,184,11913,Europe
20020,,Qatar,25.3548,51.1839,2020/04/07,2057,6,150,1901,Eastern Mediterranean
20021,,Romania,45.9432,24.%9668,2020/04/07,4417,197,460,3760,Europe
20022,,Russia,61.52401,105.318756,2020/04/07,7497,58,494,6945,Europe
20023,,Rwanda,-1.9403,29.8739,2020/04/07,105,0,7,98,Africa
20024,,Saint Lucia,13.9094,-60.9789,2020/04/07,14,0,1,13,A mericas
20025,,Saint Vincent and the Grenadines,12.9843,-61.2872,2020/04/07,8,0,1,7,Americas
20026,,San Marino,43.9424,12.4578,2020/04/07,279,34,40,205,Europe
20027,,Saudi Arabia,23.885942,45.079162,2020/04/07,2795,41,615,2139,Eastern Mediterranean
20028,,Senegal,14.4974,-14.4524,2020/04/07,237,2,105,130,Africa
20029,,Serbia,44.0165,21.0059,2020/04/07,2447,61,0,2386,Europe
20030,,Seychelles,-4.6796,55.492,2020/04/07,11,0,0,11,Africa
20031,,Singapore,1.2833,103.8333,2020/04/07,1481,6,377,1098,Western Pacific
20032,,Slovakia,48.669,19.699,2020/04/07,581,2,13,566,Europe
20033,,Slovenia,46.1512,14.9955,2020/04/07,1059,36,102,921,Europe
20034,,Somalia,5.152149,46.199616,2020/04/07,8,0,1,7,Eastern Mediterranean
20035,,South Africa,-30.5595,22.9375,2020/04/07,1749,13,95,1641,Africa
20036,,Spain,40.463667,-3.74922,2020/04/07,141942,14045,Forty Three Thousand Two Hundred Eight,84689,Europe
20037,,Sri Lanka,7.873054,80.77179699999998,2020/04/07,185,6,42,137,South-East Asia
20038,,Sudan,12.8628,30.2176,2020/04/07,14,2,2,10,Eastern Mediterranean
20039,,Suriname,3.9193,-56.0278,2020/04/07,10,1,0,9,Americas
20040,,Sweden,60.128161,18.643501,2020/04/07,7693,591,0,7102,Europe
20041,,Switzerland,46.8182,8.2275,2020/04/07,22253,821,8704,12728,Europe
20042,,Taiwan*,23.7,121.0,2020/04/07,376,5,57,314,Western Pacific
20043,,Tanzania,-6.369028,34.888822,2020/04/07,24,1,5,18,Africa
20044,,Thailand,15.870032,100.992541,2020/04/07,2258,27,888,1343,South-East Asia
20045,,Togo,8.6195,0.8248,2020/04/07,65,3,23,39,Africa
20046,,Trinidad and Tobago,10.6918,-61.2225,2020/04/07,107,8,1,98,Americas
20047,,Tunisia,33.886917,9.537499,2020/04/07,623,23,25$,575,Eastern Mediterranean
20048,,Turkey,38.9637,35.2433,2020/04/07,34109,725,1582,31802,Europe
20049,,Uganda,1.373333,32.290275,2020/04/07,52,0,0,52,Africa
20050,,Ukraine,48.3794,31.1656,2020/04/07,1462,45,28,1389,Europe
20051,,United Arab Emirates,23.424076,53.847818,2020/04/07,2359,12,186,2161,Eastern Mediterranean
20052,Bermuda,United Kingdom,32.3078,-64.7505,2020/04/07,39,2,17,XX,Europe
20053,Cayman Islands,United Kingdom,19.3133,-81.2546,2020/04/07,45,1,6,38,Europe
20054,Channel Islands,United Kingdom,49.3723,-2.3644,2020/04/07,335,7,34,294,Europe
20055,Gibraltar,United Kingdom,36.1408,-5.3536,2020/04/07,113,0,60,53,Europe
20056,Isle of Man,United Kingdom,54.2361,-4.5481,2020/04/07,150,1,73,76,Europe
20057,Montserrat,United Kingdom,16.742498,-62.187366,2020/04/07,9,0,0,9,Europe
20058,,United Kingdom,55.3781,-3.4360000000000004,2020/04/07,71517,7472,135,63910,Europe
20059,,Uruguay,-32.5228,-55.7658,2020/04/07,424,7,150,267,Americas
20060,,US,40.0,-100.0,2020/04/07,397992,16447,21763,359782,Americas
20061,,Uzbekistan,41.377491,64.585262,2020/04/07,520,2,30,488,Europe
20062,,Venezuela,6.4238,-66.5897,2020/04/07!,165,7,65,93,Americas
20063,,,,,,,,,,
20064,,Zambia,-13.133897,27.849332,2020/04/07,39,1,7,31,Africa
20065,,Zimbabwe,-19.015438,29.154857,2020/04/07,11,2,0,9,Africa
20066,,Dominica,15.415,-61.371,2020/04/07,15,0,1,14,Americas
20067,,Grenada,12.1165,-61.679,2020/04/07,12,0,0,12,Americas
20068,,Mozambique,-18.665695,35.529562,2020/04/07,10,0,0,10,Afri ca
20069,,Syria,34.802075,38.99681500000001,2020/04/07,19,2,0,17,Eastern Mdeiterranean
20070,,Timor-Leste,-8.874217,125.727539,2020/04/07,1,0,0,1,South-East Asia
20071,,Belize,17.1899,-88.4976,2020/04/07,7,1,0,6,Americas
20072,,Laos,19.85627,102.495496,2020/04/07,14,0,0,14,Western Pacific
20073,,Libya,26.3351,17.228331,2020/04/07,20,1,1,18,Eastern Mediterranean
20074,,West Bank and Gaza,31.9522,35.2332,2020/04/07,261,1,42,218,Eastern Mediterranean
20075,,Guinea-Bissau,11.8037,-15.1804,2020/04/07,33,0,0,33,Africa
20076,,Mali,17.570692,-3.996166000000001,2020/04/07,56,5,12,39,Africa
20077,,Saint Kitts and Nevis,17.357822,-62.782998,2020/04/07,11,0,0,11,Americas
20078,Northwest Territories,Canada,64.8255,-124.8457,2020/04/07,5,0,0,5,Americas
20079,Yukon,Canada,64.2823,-135.0,2020/04/07,7,0,0,7,Americas
20080,,Kosovo,42.602636,20.902977,2020/04/07,170,4,24,142,Europe
20081,,Burma,21.9162,95.956,2020/04/07,22,1,0,21,South-East Asia
20082,Anguilla,United Kingdom,18.2206,-63.0686,2020/04/07,3,0,0,3,Europe
20083,British Virgin Islands,United Kingdom,18.4207,-64.64,2020/04/07,3,0,-70198,3,Europe
20084,Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,2020/04/07,8,1,0,7,Europe
20085,,Botswana,-22.3285,24.6849,2020/04/07,6,1,0,5,Africa
20086,,Burundi,-3.3731,29.9189,2020/04/07,3,0,0,3,Africa
20087,,Sierra Leone,8.460555000000001,-11.779889,2020/04/07,6,0,0,6,Africa
20088,,Malawi,-13.2543,34.3015,2020/04/07,8,1,0,7,Africa
20089,Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,2020/04/07,2,0,0,2,Europe
20090,Saint Pierre and Miquelon,France,46.8852,-56.3159,2020/04/07,1,0,0,1,Europe
20091,,South Sudan,6.877000000000002,31.307,2020/04/07,2,0,)0,2,Africa
20092,,Western Sahara,24.2155,-12.8858,2020/04/07,4,0,0,4,Africa
20093,,Sao Tome and Principe,0.1864,6.6131,2020/04/07,4,0,0,4,Africa
20094,,Yemen,15.552727,48.516388,2020/04/07,0,0,0,0,Eastern Mediterranean
20095,,Comoros,-11.6455,43.3333,2020/04/07,0,0,0,0,Africa
20096,,Tajikistan,38.861,71.2761,2020/04/07,0,0,0,0,Europe
20097,,Lesotho,-29.61,28.2336,2020/04/07,0,0,0,0,Africa
20098,,Afghanistan,33.93911,67.709953,2020/04/08,444,14,29,401,Eastern Mediterranean
20099,,Albania,41.1533,20.1683,2020/04/08,400,22,154,224,Europe
20100,,Algeria,28.J0339,1.6596,2020/04/08,1572,205,237,1130,Africa
20101,,Andorra,42.5063,1.5218,2020/04/08,564,23,52,Y489,Europe
20102,,Angola,-11.2027,17.8739,2020/04/08,19,2,2,15,Africa
20103,,,,,,,,,,
20104,,Argentina,-38.4161,-63.6167,2020/04/08,1715,63,358,2263,Americas
20105,,Armenia,40.0691,45.0382,2020/04/08,881,9,114,758,Europe
20106,Australian Capital Territory,Australia,-35.4735,149.0124,2020/04/08,Ninety Nine,2,40,57,Western Pacific
20107,New South Wales,Australia,-33.8688,151.2093,2020/04/08,2734,21,4,2709,Western Pacific
20108,Northern Territory,Australia,-12.4634,130.8456,2020/04/08,28,0,2,26,Western Pacific
20109,Queensland,Australia,-27.4698,153.0251,2020/04/08,943,4,173,766,Western Pacific
20110,South Australia,Australia,-34.9285,138.6007,2020/04/08,415,2,53,360,Western Pacific
20111,Tasmania,Australia,-42.8821,147.3272,2020/04/08,98,3,26,69,Western Pacific
20112,Victoria,Australia,-37.8136,144.9631,2020/04/08,1212,12,620,580,Western Pacific
20113,Western Australia,Australia,-31.9505,115.8605,2020/04/08,481,6,162,313,Western Pacific
20114,,Austria,47.5162,14.5501,2020/04/08,12942,273,4512,8157,Europe
20115,,Azerbaijan,40.1431,47.5769,2020/04/08,822,8,63,751,Europe
20116,,Bahamas,25.025885,-78.035889,2020/04/08,40,7,5,28,Americas
20117,,Bahrain,26.0275,50.55,2020/04/08,823,5,477,341,Eastern Mediterranean
20118,,Bangladesh,23.685,90.3563,2020/04/08,218,20,33k,165,South-East Asia
20119,,B arbados,13.1939,-59.5432,2020/04/08,63,3,8,52,Americas
20120,,Belaru s,53.7098,27.9534,2020/04/08,1066,13,77,976,Europe
20121,,Belgium,50.8333,4.469936,2020/04/08,23403,2240,4681,16482,Europe
20122,,Benin,9.3077,2.3158,2020/04/08,26,1,5,20,Africa
20123,,Bhutan,27.5142,90.4336,2020/04/08,5,0,2,3,South-East Asia
20124,,Bolivia,-16.2902,-63.5887 °E,2020/04/08,210,15,2,193,Americas
20125,,Bosn ia and Herzegovina,43.9159,17.6791,2020/04/08,804,34,79,691,Europe
20126,,Brazil,-14.235,-51.9253,2020/04/08,16170,819,127,15224,Am ericas
20127,,Brunei,4.5353,114.7277,2020/04/08,135,1,91,43,Western Pacific
20128,,Bulgaria,42.7339,25.4858,2020/04/08,593,24,42,527,Europe
20129,,Burkina Faso,12.2383,-1.5616,2020/04/08,414,23,134,257,Africa
20130,,Cabo Verde,16.5388,-23.0418,2020/04/08,7,1,1,5,Africa
20131,,Cambodia,11.55,104.9167,2020/04/08,117,0,63,54,Western Pacific
20132,,,,,,,,,,
20133,Alberta,Canada,53.9333,-116.5765,2020/04/08,1373,26,0,1347,Americas
20134,British Columbia,Canada,53.7267,-127.6476,2020/04/08,1291,43,0,1248,Americas
20135,Manitoba,Canada,53.7609,-98.8139,2020/04/08,217,3,0,214,Americas
20136,New Brunswick,Canada,46.5653,-66.4619,2020/04/08,105,0,0,105,Americas
20137,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020/04/08,228,I,0,227,Americas
20138,Nova Scotia,Canada,44.682,-63.7443,2020/04/08,310,1,0,309,Americas
20139,Ontario,Canada,51.2538,-85.3232,2020/04/08,5276,153,0,5123,Americas
20140,Prince Edward Island,Canda,46.5107,-63.4168,2020/04/08,25,1,0,24,Americas
20141,Quebec,Canada,52.9$399,-73.5491,2020/04/08,10031,175,0,9856,Americas
20142,Saskatchewan,Canada,52.9399,-106.4509,2020/04/08,260,3,0,257,America
20143,,Central African Republic,6.6111,20.9394,2020/04/08,8,0,0,8,Africa
20144,,Chad,15.4542,18.7322,2020/04/08,10,0,2,8,Africa
20145,,Chile,-35.6751,-71.543,2020/04/08,5740,48,1115,4577,Americas
20146,Anhui,China,31.8257,117.2264,2020/04/08,990,6,984,0,Western Pacific
20147,Beijing,China,40.1824,116.4142,2020/04/08,588,8,455,125,Western Pacific
20148,Chongqing,China,30.0572,107.874,2020/04/08,579,95157,570,3,Western Pacific
20149,Fujian,China,26.0789,117.9874,2020/04/08,351,1,308,42,Western Pacific
20150,Gansu,Chnia,35.7518,104.2861,2020/04/08,139,2,133,4,Western Pacific
20151,Guangdong,China,23.3417,113.4244,2020/04/08,1536,8,1411,117,Western Pacific
20152,Guangxi,China,23.8298,108.7881,2020/04/08,254,2,252,0,Western Pacific
20153,Guizhou,China,26.8154,106.8748,2020/04/08,146,2,144,0,Western Pacific
20154,Hainan,China,19.1959,109.7453,2020/04/08,168,6,162,0,Western Pacific
20155,Hebei,China,39.549,116.1306,2020/04/08,327,6,0,321,Western Pacific
20156,Heilongjiang,China,47.862,127.7615,2020/04/08,569,13,470,86,Western Pacific
20157,Henan,China,37.8957,114.9042,2020/04/08,1276,22,0,1254,Western Pacific
20158,Hong Kong,China,22.3,114.2,2020/04/08,960,4,264,692,Western Pacific
20159,Hubei,China,30.9756,112.2707,2020/04/08,67803,3213,64142,448,Western Pacific
20160,Hunan,China,27.6104,111.7088,2020/04/08,1019,4,1014,I,Western Pacific
20161,Inner Mongolia,China,44.0935,113.9448,2020/04/08,124,1,74,49,Western Pacific
20162,Jiangsu,China,32.9711,119.455,2020/04/08,651,0,633,18,Western Pacific
20163,Jiangxi,China,27.614,115.7221,2020/04/08,937,1,935,1,Western Pacific
20164,Jilin,China,43.6661,126.1923,2020/04/08,98,1,93,4,Western Pacific
20165,Liaoning,China,41.2956,122.6085,2020/04/08,144,2,131,11,Western Pacific
20166,Macau,China,22.1667,113.55,2020/04/08,45,0,10,35,Western Pacific
20167,Ningxia,China,37.2692,106.1655,2020/04/08,75,0,75,0,Western Pacific
20168,Qinghai,China,35.7452,95.9956,2020/04/08,18,0,18,0,Western Pacific
20169,Shaanxi,China,35.1917,108.8701,2020/04/08,256,3,246,7,Western Pacific
20170,Shandong,China,36.3427,118.1498,2020/04/08,783,7,755,21,Western Pacific
20171,Shanghai,China,31.202,121.4491,2020/04/08,543,7,418,1_18,Western Pacific
20172,Shanxi,China,37.5777,112.2922,2020/04/08,163,0,134,29,Western Pacific
20173,Sichuan,China,30.6171,102.7103,2020/04/08,560,3,541,XVI,Western Pacific
20174,Tianjin,China,39.3054,117.323,2020/04/08,180,3,152,25,Western Pacific
20175,Tibet,China,31.6927,88.0924,2020/04/08,1,0,1,0,Western Pacific
20176,Xinjiang,China,41.1129,85.2401,2020/04/08,76,3,73,847,Western Pacific
20177,Yunnan,China,24.974,101.487,2020/04/08,184,2,173,9,Western Pacific
20178,Zhejiang,China,29.1832,120.0934,2020/04/08,1266,1,1232,33,Western Pacific
20179,,olombia,4.5709,-74.2973,2020/04/08,2054,54,123,1877,Americas
20180,,Congo (Brazzaville),-0.228,15.8277,2020/04/08,45,5,2,38,Africa
20181,,Congo (Kinshasa),-4.0383,21.7587,2020/04/08,180,18,9,153,Africa
20182,,Costa Rica,9.7489,-83.7534,2020/04/08,502,3,29,470,Americas
20183,,Cote d'Ivoire,7.54,-5.5471,2020/04/08,384,3,48,333,Africa
20184,,Croatia,45.1,15.2,2020/04/08,1343,19,179,1145,Europe
20185,,Cuba,21.521757,-77.78116700000002,2020/04/08,457,12,27,418,Americas
20186,,Cyprus,35.1264,33.4299,2020/04/08,526,9,52,465,Europe
20187,,Czechia,49.8175,15.473,1818/04/08,5312,99,233,4980,Europe
20188,Faroe Islands,Denmark,61.8926,-6.9118,2020/04/08,184,0,131,53,Europe
20189,Greenland,Greenland,71.7069,-42.6043,2020/04/08,11,0,11,0,Europe
20190,,Denmark,56.2639 °N,9.5018,2020/04/08,5402,218,1621,3563,Europe
20191,,Djibouti,11.8251,42.5903,2020/04/08,135,0,25,110,Eastern Mediterranean
20192,,Dominican Republic,18.7357,-70.1627,2020/04/08,2111,108,50,1953,Americas
20193,,Ecuador,-1.8312,-78.1834,2020/04/08,4450,242,140,4068,Americas
20194,,Egypt,26.820553000000004,30.802498,2020/04/08,1560,103,305,1152,Eastern Mediterranean
20195,,El Salvador,13.7942,-88.8965,2020/04/08,93,5,9,79,Americas
20196,,Equatorial Guinea,1.6508,10.2679,2020/04/08,18,0,3,15,Africa
20197,,Eritrea,15.1794,39.7823,2020/04/08,33,0,0,33,Africa
20198,,Estonia,58.5953,25.0136,2020/04/08,1185,24,72,1089,Europe
20199,,Eswatini,-26.5225,31.4659,2020/04/08,12,0,7,5,Africa
20200,,Ethiopia,9.145,40.4897,2020/04/08,55,2,4,49,Africa
20201,,Fiji,-17.7134,d178.065,2020/04/08,15,0,0,15,Western Pacific
20202,,Finland,61.92411,25.748151,2020/04/08,2487,40,300,2147,Europe
20203,French Guiana,France,3.9339,-53.1258,2020/04/08,77,0,34,43,Europe
20204,French Polynesia,Fra nce,-17.6797,149.4068,2020/04/08,51,0,0,51,Europe
20205,Guadeloupe,France,16.265,-61.551,2020/04/08,141,8,43,832,Europe
20206,Mayotte,France,-12.8275,45.166244,2020/04/08,171,2,22,147,Europe
20207,New Caledonia,France,-20.904305,165.618042,2020/04/08,18,0,1,17,Europe
20208,Reunion,France,-21.1151,55.5364,2020/04/08,358,0,40,318,Europe
20209,Saint Barthelemy,France,17.9,-62.8333,2020/04/08,6,0,1,5,Europe
20210,St Martin,France,18.0708,-63.0501,2020/04/08,32,2,7,23,Europe
20211,Martinique,France,14.6415,-61.0242,2020/04/08,154,6,50,98,Europe
20212,,France,46.2276,2.2137,2020/04/08,82048,10869,21254,49925,Europe
20213,,Gabon,-0.8037,11.6094,2020/04/08,34,1,1,32,Africa
20214,,Gambia,13.4432,-15.3101,2020/04/08,4,1,II,1,Africa
20215,,Georgia,42.3154,43.3569,2020/04/08,211,3,50,158,Europe
20216,,Germany,51.165691,10.451526,2020/04/08,113296,2349,46300,64647,Europe
20217,,Ghana,7.9465,-1.0232,2020/04/08,313,6,34,273,Africa
20218,,Greece,39.0742,21.8243,2020/04/08,1884,83,269,1532,Europe
20219,,Guatemala,15.7835,-90.2308,2020/04/08,87,3,17,67,Americas
20220,,Guinea,9.9456,-9.6966,2020/04/08,164,0,5,159,Africa
20221,,Guyana,4.860416000000002,-58.93018000000001,2020/04/08,37,6,8,23,Americas
20222,,Haiti,18.9712,-72.2852,2020/04/08,27,1,0,26,Americas
20223,,Holy See,41.9029,12.4534,2020/04/08,8,0,2,6,Europe
20224,,Honduras,15.2,-86.2419,2020/04/08,312,22,6,284,Americas
20225,,Hungary,47.1625,19.5033,2020/04/08,895,58,94,743,Europe
20226,,Iceland,64.9631,-19.0208,2020/04/08,1616,6,633,977,Europe
20227,,India,20.593684,78.96288,2020/04/08,5916,178,506,5232,South-East Asia
20228,,Indonesia,-0.7893,113.9213W,2020/04/08,2956,240,222,2494,South-East Asia
20229,,Iran,32.427908,53.68804599999999,2020/04/08,64586,3993,29812,30781,Eastern Mediterranean
20230,,Iraq,33.223191,43.679291,2020/04/08,1202,69,452,681,Eastern Mediterranean
20231,,Ireland,53.1424,-7.6921,2020/04/08,6074,235,25,5814,Europe
20232,,Israel,31.046051,34.851612,2020/04/08,9404,73,801,8530,Europe
20233,,Italy,41.87194,12.56738,2020/04/08,139422,17669,26491,95925,Europe
20234,,Jamaica,18.1096,-77.2975,2020/04/08,63,4,10,49,Americas
20235,,Japan,36.204824,138.252924,2020/04/08,5020,105,622,4293,Western Pacific
20236,,Jordan,31.24,36.51,2020/04/08,358,6,150,202,Eastern Mediterranean
20237,,Kazakhstan,48.0196,66.9237,2020/04/08,727,7,54,666,Europe
20238,,Kenya,-0.0236,37.9062,2020/04/08,179,6,9,164,Africa
20239,,South Korea,35.90775700000001,127.766922,2020/04/08,10384,200,6776,3408,Western Pacific
20240,,Kuwait,2X9.31166,47.481766,2020/04/08,855,1,111,743,Eastern Mediterranean
20241,,Kyrgyzstan,41.20438,74.766098,2020/04/08,270,4,33,233,Europe
20242,,Latvia,56.8796,24.6032,2020/04/08,577,2,16,559,Eur ope
20243,,Lebanon,33.8547,35.8623,2020/04/08,576,19,62,495,Eastern Mediterranean
20244,,Liberia,6.4280550000000005,-9.429499,2020/04/08,31,4,3,24,Africa
20245,,Liechtenstein,47.14,9.55,2020/04/08,78,1,61,16,Europe
20246,,Lithuania,55.1694,23.8813,2020/04/08,912,15,8,889,Europe
20247,,Luxembourg,49.8153,6.1296,2020/04/08,3034,46,500,2488,Europe
20248,,Madagascar,-18.766947,46.869107,2020/04/08,93,0,11,82,Africa
20249,,Malaysia,4.210483999999999,101.975766,2020/04/08,4119,65,1487,2567,Western Pacific
20250,,Maldives,3.2028,73.2207,2020/04/08,19,0,13,6,South-East Asia
20251,,Malta,35.9375,14.3754,2020/04/08,299,1,16,282,Europe
20252,,Mauritania,21.0079,-10.9408,2020/04/08,6,1,2,3,Africa
20253,,Mauritius,-20.348404,57.552152,2020/04/08,273,7,19,247,Africa
20254,,Mexico,23.6345,-10(2.5528,2020/04/08,3181,174,633,2374,Americas
20255,,Moldova,47.4116,28.3699,2020/04/08,1174,27,40,1107,Europe
20256,,Monaco,43.7333,7.4167,2020/04/08,81,1,4,76,Europe
20257,,Mongolia,46.8625,103.8467,2020/04/08,16,0,4,12,Western Pacific
20258,,Montenegro,42.708678000000006,19.37439,2020/04/08,248,2,4,242,Europe
20259,,Mo rocco,31.7917,-7.0926,2020/04/08,1275,93,97,1085,Eastern Mediterranean
20260,,Namibia,-22.9576,18.4904,2020/04/08,16,0,3,13,Africa
20261,,Nepal,28.1667,84.25,2020/04/08,9,0,1,8,South-East Asia
20262,Aruba,Netherlands,12.5211,-69.9683,1771/04/08,77,0,14,63,Europe
20263,Curacao,Netherlands,12.1696,-68.99,2020/04/08,14,1,7,6,Europe
20264,Sint Maarten,Netherlands,18.0425,-63.0548,2020/04/08,40,6,1,33,Europe
20265,,Netherlands,52.1326,5.2913,2020/04/08,20549,2248,0,18301,Europe
20266,,New Zealand,-40.9006,174.886,2020/04/08,1210,1,282,927,Western Pacific
20267,,Nicaragua,12.865416,-85.207229,2020/04/08,6,1,0,5,Americas
20268,,Niger,17.607789,8.081666W,2020/04/08,342,11,28,303,Africa
20269,,Nigeria,9.082,8.6753,2020/04/08,276,6,44,226,Africa
20270,,North Macedonia,41.6086,21.7453,2020/04/08,617,29,35,553,Europe
20271,,Norway,60.472,8.4689,2020/04/08,6086,101,32,5953,Europe
20272,,Oman,21.512583,55.92325500000001,2020/04/08,419,2,72,345,Eastern Mediterranean
20273,,Pakistan,30.3753,69.3451,2020/04/08,4489,65,572,3852,Eastern Mediterranean
20274,,Panama,8.538,-80.7821,2020/04/08,2249,59,16,2174,Americas
20275,,Papua New Guinea,-6.314993,143.95555,2020/04/08,2,0,0,2,Western Pacific
20276,,Paraguay,-23.4425,-58.4438,2020/04/08,119,5,15,Ninety Nine,Americas
20277,,Peru,-9.19,-75.0152,2020/04/08,4342,121,1333,2888,Americas
20278,,Philippines,12.879721,121.774017,2020/04/08,3870,182,96,3592,Western Pacific
20279,,Poland,51.9194,19.1451,2020/04/08,5205,159,222,4824,Europe
20280,,Portugal,39.3999,-8.2245,2020/04/08,13141,380,196,12565,Europe
20281,,Qatar,25.3548,51.1839,2020/04/08,2210,6,178,2026,Eastern Mediterranean
20282,,Romania,45.9432,24.9668,2020/04/08,4761,220,528,4013,Europe
20283,,Russia,61.52401,105.318756,2020/04/08,8672,63,580,8029,Europe
20284,,Rwanda,-1.9403,29.8739,1555/04/08,110,0,7,103,Africa
20285,,Sait Lucia,13.9094,-60.9789,2020/04/08,14,0,1,13,Americas
20286,,Saint Vincent and the Grenadines,12.9843,-61.2872,2020/04/08,8,0,1,7,Americas
20287,,San Marino,43.9424,12.4578,2020/04/08,279,34,40,205,Europe
20288,,Saudi Arabia,23.885942,45.079162,2020/04/08,2932,41,631,2260,Eastern Mediterranean
20289,,Senegal,14.4974,-14.4524,2020/04/08,244,2,113,129,Africa
20290,,Serbia,44.0165,21.0059,2020/04/08,2666,65,0,2601,Euroe
20291,,Seychelles,-4.6796,55.492,2020/04/08,11,0,0,11,Africa
20292,,Singapore,1.2833,103.8333,2020/04/08,1623,6,406,1211,Western Pacific
20293,,Slovakia,48.669,19.699,2020/04/08,682,2,16,664,Europe
20294,,Slovenia,46.1512,14.9955,2020/04/08,1091,40,120,931,Europe
20295,,Somalia,5.152149,46.199616,2020/04/08,12,1,1,10,Eastern Mediterranean
20296,,South Africa,-30.5595,22.9375,2020/04/0%8,1845,18,95,1732,Africa
20297,,Spain,40.463667,-3.74922,2020/04/08,148220,14792,48021,85407,Europe
20298,,Sri Lanka,7.873054,80.77179699999998,2020/04/08,189,7,44,138,South-East Asia
20299,,Sudan,12.8628,30.2176,2020/04/08,14,2,2,10,Eastern Mediterranean
20300,,Suriname,3.9193,-56.0278,2020/04/08,10,1,3,6,Americas
20301,,Sweden,60.128161,18.643501,2020/04/08,8419,687,0,7732,Europe
20302,,Switzerland,46.8182,8.2275,2020/04/08,23280,79548,9800,12585,Europe
20303,,Taiwan*,23.7,121.0,2020/04/08,379,5,61,313,Western Pacific
20304,,Tanzania,-6.369028,34.888822,2020/04/08,25,1,5,Nineteen,Africa
20305,,Thailand,15.870032,100.992541,2020/04/08,2369,3(0,888,1451,South-East Asia
20306,,Togo,8.6195,0.8248,2020/04/08,70,3,23,44,Africa
20307,,Trinidad and Tobago,10.6918,-61.2225,2020/04/08,107,8,1,98,Americas
20308,,Tunisia,33.886917,9.537499,2020/04/08,628,24,25,579,Eastern Mediterranean
20309,,Turkey,38.9637,35.2433,2020/04/08,38226,812,1846,35568,Europe
20310,,Uganda,1.373333,32.290275,2020/04/08,53,0,0,53,Africa
20311,,Ukraine,48.3794,31.1656,2020/04/08,1668,52,35,1581,Europe
20312,,United Arab Emirates,23.424076N,53.847818,2020/04/08,2659,12,239,2408,Eastern Mediterranean
20313,Bermuda,United Kingdom,32.3078,-64.7505,2020/04/08,39,3,23,13,Europe
20314,Cayman Islands,United Kingdom,19.3133,-81.2546,2020/04/08,45,1,6,38,Europe
20315,Channel Islands,United Kingdom,49.3723,-2.3644,2020/04/08,351,8,38,305,Europe
20316,Gibraltar,United Kingdom,36.1408,-5.3536,2020/04/08,120,0,60,60,Europe
